
0	>	0 

1	>	9 

2	>	0 

3	>	1 

4	>	0 

5	>	28 

6	>	0 

7	>	1 

8	>	0 

9	>	0 

10	>	50 

11	>	0 

12	>	1 

13	>	26 

14	>	1 

15	>	26 

16	>	28 

17	>	1 

18	>	30 

19	>	19 

20	>	10 

21	>	0 

22	>	27 

23	>	0 

24	>	0 

25	>	0 

26	>	16 

27	>	0 

28	>	18 

29	>	0 

30	>	0 

31	>	8 

32	>	1 

33	>	28 

34	>	48 

35	>	22 

36	>	2 

37	>	0 

38	>	0 

39	>	26 

40	>	0 

41	>	0 

42	>	0 

43	>	0 

44	>	0 

45	>	28 

46	>	1 

47	>	0 

48	>	27 

49	>	1 

50	>	0 

51	>	27 

52	>	30 

53	>	1 

54	>	0 

55	>	0 

56	>	28 

57	>	0 

58	>	0 

59	>	28 

60	>	0 

61	>	0 

62	>	0 

63	>	0 

64	>	30 

65	>	1 

66	>	0 

67	>	0 

68	>	0 

69	>	0 

70	>	0 

71	>	2 

72	>	9 

73	>	26 

74	>	0 

75	>	0 

76	>	1 

77	>	0 

78	>	29 

79	>	14 

80	>	0 

81	>	28 

82	>	30 

83	>	2 

84	>	21 

85	>	27 

86	>	18 

87	>	1 

88	>	4 

89	>	26 

90	>	12 

91	>	1 

92	>	22 

93	>	10 

94	>	19 

95	>	18 

96	>	0 

97	>	33 

98	>	15 

99	>	0 

100	>	21 

101	>	0 

102	>	0 

103	>	0 

104	>	0 

105	>	43 

106	>	2 

107	>	0 

108	>	0 

109	>	27 

110	>	0 

111	>	41 

112	>	18 

113	>	2 

114	>	17 

115	>	2 

116	>	16 

117	>	13 

118	>	17 

119	>	2 

120	>	0 

121	>	14 

122	>	28 

123	>	6 

124	>	0 

125	>	1 

126	>	0 

127	>	23 

128	>	1 

129	>	17 

130	>	0 

131	>	28 

132	>	0 

133	>	8 

134	>	0 

135	>	27 

136	>	0 

137	>	19 

138	>	0 

139	>	6 

140	>	27 

141	>	32 

142	>	28 

143	>	0 

144	>	1 

145	>	8 

146	>	34 

147	>	15 

148	>	1 

149	>	26 

150	>	5 

151	>	16 

152	>	18 

153	>	32 

154	>	0 

155	>	20 

156	>	42 

157	>	0 

158	>	14 

159	>	26 

160	>	6 

161	>	0 

162	>	0 

163	>	25 

164	>	1 

165	>	1 

166	>	14 

167	>	19 

168	>	11 

169	>	35 

170	>	0 

171	>	28 

172	>	14 

173	>	1 

174	>	0 

175	>	26 

176	>	1 

177	>	6 

178	>	5 

179	>	36 

180	>	0 

181	>	9 

182	>	22 

183	>	0 

184	>	11 

185	>	3 

186	>	14 

187	>	1 

188	>	27 

189	>	40 

190	>	28 

191	>	40 

192	>	1 

193	>	0 

194	>	1 

195	>	0 

196	>	0 

197	>	32 

198	>	21 

199	>	18 

200	>	0 

201	>	0 

202	>	3 

203	>	11 

204	>	3 

205	>	0 

206	>	26 

207	>	29 

208	>	35 

209	>	19 

210	>	19 

211	>	0 

212	>	26 

213	>	0 

214	>	0 

215	>	0 

216	>	0 

217	>	0 

218	>	0 

219	>	0 

220	>	1 

221	>	0 

222	>	2 

223	>	12 

224	>	0 

225	>	0 

226	>	33 

227	>	17 

228	>	0 

229	>	1 

230	>	0 

231	>	1 

232	>	2 

233	>	22 

234	>	12 

235	>	0 

236	>	16 

237	>	39 

238	>	1 

239	>	28 

240	>	1 

241	>	36 

242	>	0 

243	>	28 

244	>	0 

245	>	1 

246	>	0 

247	>	18 

248	>	0 

249	>	1 

250	>	0 

251	>	34 

252	>	0 

253	>	16 

254	>	24 

255	>	25 

256	>	9 

257	>	28 

258	>	6 

259	>	36 

260	>	0 

261	>	0 

262	>	0 

263	>	39 

264	>	0 

265	>	27 

266	>	19 

267	>	0 

268	>	17 

269	>	0 

270	>	0 

271	>	0 

272	>	0 

273	>	0 

